animal_id,nome,especie,raca_femea,linhagem,data_nascimento,idade_anos,peso_kg,condicao_corporal,num_partos_anteriores,intervalo_pos_parto_dias,fazenda,municipio,data_inseminacao,mes_inseminacao,ano_inseminacao,trimestre,estacao,tipo_inseminacao,raca_reprodutor,reprodutor_id,empresa_semem,protocolo_hormonal,dias_desde_ultima_ins,temperatura_ambiente_c,tecnico,probabilidade_prenhez_ia,resultado
BOV-0332,Beleza,Bovino,Canchim,Linhagem G,2016-11-29,8.1,460.8,5,5,166,Sítio Boa Sorte,Crateús,2024-12-19,12,2024,4,Chuvosa,IATF,Gir,REP-032,Alta Genetics,Ovsynch,13,27.9,Carlos Melo,0.5765,Prenha
BOV-0333,Sofia,Bovino,Guzerá,Sem registro,2019-08-03,5.1,545.0,3,1,91,Fazenda Caatinga Verde,Tamboril,2024-09-19,9,2024,3,Seca,IATF,Simmental,REP-055,Próprio,Select Synch,42,34.1,Marcos Farias,0.8526,Prenha
BOV-0334,Terra,Bovino,Tabapuã,Linhagem E,2016-04-13,5.9,390.6,4,1,258,Sítio Boa Sorte,Ipaporanga,2022-03-01,3,2022,1,Chuvosa,IATF,Nelore,REP-059,Sexing Tech,Resynch,85,26.4,Juliana Pinto,0.9151,Prenha
BOV-0335,Estrela,Bovino,Guzerá,Linhagem A,2017-05-22,4.9,423.1,3,3,43,Sítio Boa Sorte,Poranga,2022-04-18,4,2022,2,Chuvosa,IA Convencional,Simmental,REP-037,Sexing Tech,Ovsynch,85,27.6,Roberto Neto,0.6071,Nao_Prenha
BOV-0336,Fada,Bovino,Gir,Linhagem B,2021-07-27,0.8,325.5,4,0,,Fazenda Poço Fundo,Monsenhor Tabosa,2022-05-11,5,2022,2,Seca,IA Convencional,Angus,REP-064,Geneal,GnRH+PGF2α,16,34.6,Fernanda Costa,0.3892,Nao_Prenha
BOV-0337,Aurora,Bovino,Girolando,Linhagem A,2018-04-28,6.2,508.8,5,1,152,Sítio São Francisco,Ararendá,2024-07-07,7,2024,3,Seca,IATF,Nelore,REP-006,Alta Genetics,P4+EB,12,32.2,João Silva,0.7589,Nao_Prenha
CAP-0138,Fada,Caprino,Toggenburg,Linhagem A,2021-08-12,2.2,56.0,4,0,,Fazenda Palmeira,Ipaporanga,2023-10-17,10,2023,4,Seca,IA Convencional,Toggenburg,REP-026,Grupo Nelore,P4+BE+PGF,70,34.8,João Silva,0.5769,Prenha
OVI-0201,Eva,Ovino,Texel,Linhagem E,2021-09-16,1.2,38.5,1,0,,Sítio São Francisco,Poranga,2022-12-03,12,2022,4,Chuvosa,IATF,Dorper,REP-043,Alta Genetics,Ovsynch,39,30.2,Roberto Neto,0.3539,Nao_Prenha
BOV-0338,Terra,Bovino,Canchim,Linhagem E,2021-01-23,1.1,570.3,4,0,,Sítio São Francisco,Tamboril,2022-03-01,3,2022,1,Chuvosa,IA Convencional,Simmental,REP-028,Grupo Nelore,GnRH+PGF2α,31,22.1,Roberto Neto,0.5193,Nao_Prenha
OVI-0202,Rosa,Ovino,Santa Inês,Linhagem C,2018-06-07,6.4,32.5,4,2,135,Fazenda Poço Fundo,Poranga,2024-11-12,11,2024,4,Chuvosa,IA Convencional,Texel,REP-063,Geneal,Resynch,68,38.8,Fernanda Costa,0.7728,Nao_Prenha
OVI-0203,Pétala,Ovino,Santa Inês,Linhagem D,2016-11-14,5.7,58.6,5,2,30,Fazenda Boa Esperança,Monsenhor Tabosa,2022-08-08,8,2022,3,Seca,IATF,Santa Inês,REP-025,Geneal,GnRH+PGF2α,43,27.8,Pedro Alves,0.7262,Prenha
OVI-0204,Dalila,Ovino,Dorper,Linhagem B,2019-05-22,3.4,72.0,5,0,,Fazenda Boa Esperança,Ipaporanga,2022-10-18,10,2022,4,Seca,IA Convencional,Suffolk,REP-031,Geneal,Ovsynch,20,38.2,Luciana Reis,0.5239,Prenha
OVI-0205,Rita,Ovino,Morada Nova,Linhagem A,2016-09-16,6.1,49.1,3,0,,Fazenda Boa Esperança,Poranga,2022-11-10,11,2022,4,Chuvosa,IA Convencional,Santa Inês,REP-009,Insitec,Ovsynch,68,27.5,Roberto Neto,0.5501,Prenha
BOV-0339,Sofia,Bovino,Canchim,Linhagem F,2018-02-09,5.2,280.6,4,3,280,Sítio Três Irmãos,Poranga,2023-04-26,4,2023,2,Chuvosa,IA Convencional,Senepol,REP-059,Insitec,Sem protocolo,106,23.1,Carlos Melo,0.5729,Prenha
BOV-0340,Eva,Bovino,Guzerá,Sem registro,2022-03-06,0.6,471.8,3,0,,Sítio Riacho Seco,Catunda,2022-10-26,10,2022,4,Seca,IA Convencional,Bonsmara,REP-047,Geneal,Ovsynch,52,28.3,Carlos Melo,0.5167,Prenha
BOV-0341,Palma,Bovino,Nelore,Linhagem B,2021-01-20,1.9,431.9,5,0,,Sítio São Francisco,Quiterianópolis,2022-12-03,12,2022,4,Chuvosa,IATF,Brahman,REP-054,CRV Lagoa,Ovsynch,81,25.5,Juliana Pinto,0.6978,Prenha
OVI-0206,Mimosa,Ovino,Bergamácia,Linhagem D,2018-11-09,4.1,61.4,4,1,89,Fazenda Palmeira,Quiterianópolis,2022-12-04,12,2022,4,Chuvosa,IA Convencional,Dorper,REP-074,Sexing Tech,P4+BE+PGF,46,34.1,Marcos Farias,0.5934,Prenha
OVI-0207,Graça,Ovino,Somalis,Linhagem A,2018-02-10,3.9,53.3,5,2,186,Sítio Três Irmãos,Tamboril,2022-01-02,1,2022,1,Chuvosa,IA Convencional,Santa Inês,REP-003,CRV Lagoa,Select Synch,35,34.6,Ana Lima,0.5926,Prenha
BOV-0342,Flor,Bovino,Canchim,Sem registro,2016-10-01,6.7,406.6,3,3,35,Sítio São Francisco,Nova Russas,2023-06-04,6,2023,2,Seca,IA Convencional,Nelore,REP-080,Grupo Nelore,Sem protocolo,94,31.1,Roberto Neto,0.4357,Nao_Prenha
CAP-0139,Sara,Caprino,Anglo Nubiana,Linhagem A,2019-08-02,4.4,53.9,5,1,80,Fazenda Boa Esperança,Quiterianópolis,2023-12-21,12,2023,4,Chuvosa,IATF,Saanen,REP-063,Insitec,Resynch,59,33.1,Fernanda Costa,0.7696,Prenha
OVI-0208,Aurora,Ovino,Texel,Linhagem A,2018-10-02,3.8,64.2,3,1,47,Fazenda Poço Fundo,Ipaporanga,2022-07-12,7,2022,3,Seca,IA Convencional,Suffolk,REP-017,Grupo Nelore,Sem protocolo,46,24.8,Ana Lima,0.6898,Prenha
BOV-0343,Glória,Bovino,Sindi,Sem registro,2022-01-03,0.3,315.3,4,0,,Sítio Mandacaru,Monsenhor Tabosa,2022-04-10,4,2022,2,Chuvosa,IATF,Simmental,REP-015,Próprio,IATF 7 dias,120,27.9,João Silva,0.7686,Nao_Prenha
BOV-0344,Rita,Bovino,Nelore,Linhagem G,2021-06-14,1.9,512.7,4,0,,Sítio Boa Sorte,Poranga,2023-05-26,5,2023,2,Seca,IA Convencional,Gir,REP-030,Próprio,Cosynch,103,26.3,Pedro Alves,0.7836,Prenha
BOV-0345,Fada,Bovino,Canchim,Linhagem A,2022-04-24,-0.2,390.0,4,0,,Fazenda Poço Fundo,Ararendá,2022-02-18,2,2022,1,Chuvosa,IA Convencional,Gir,REP-036,Geneal,GnRH+PGF2α,95,29.6,Marcos Farias,0.4865,Prenha
BOV-0346,Duna,Bovino,Brahman,Linhagem B,2021-04-28,2.9,316.3,3,0,,Fazenda Caatinga Verde,Ararendá,2024-04-01,4,2024,2,Chuvosa,IATF,Angus,REP-024,Grupo Nelore,Select Synch,90,22.3,Fernanda Costa,0.7306,Prenha
BOV-0347,Hera,Bovino,Nelore,Linhagem D,2016-02-15,8.0,516.4,2,5,166,Sítio São Francisco,Ararendá,2024-02-01,2,2024,1,Chuvosa,IA Convencional,Simmental,REP-025,Próprio,Sem protocolo,79,29.7,Pedro Alves,0.5395,Prenha
BOV-0348,Joia,Bovino,Girolando,Linhagem F,2020-05-07,2.1,318.1,4,0,,Sítio São Francisco,Quiterianópolis,2022-05-26,5,2022,2,Seca,IA Convencional,Bonsmara,REP-029,Insitec,Ovsynch,66,29.3,Juliana Pinto,0.5505,Prenha
BOV-0349,Hera,Bovino,Guzerá,Linhagem H,2016-04-23,6.8,414.9,5,1,95,Sítio São Francisco,Poranga,2023-01-30,1,2023,1,Chuvosa,IATF,Gir,REP-037,Geneal,Ovsynch,66,31.5,Roberto Neto,0.7564,Prenha
BOV-0350,Flor,Bovino,Girolando,Linhagem E,2022-04-19,0.2,472.4,3,0,,Sítio Mandacaru,Monsenhor Tabosa,2022-06-23,6,2022,2,Seca,IA Convencional,Senepol,REP-061,Grupo Nelore,Select Synch,40,28.2,Carlos Melo,0.4736,Nao_Prenha
OVI-0209,Fada,Ovino,Santa Inês,Linhagem F,2021-04-06,2.6,73.9,4,0,,Fazenda Palmeira,Tamboril,2023-11-22,11,2023,4,Chuvosa,IA Convencional,Suffolk,REP-042,Alta Genetics,Sem protocolo,37,31.8,Carlos Melo,0.7564,Prenha
BOV-0351,Chuva,Bovino,Sindi,Linhagem H,2021-10-21,2.5,459.3,4,0,,Sítio Boa Sorte,Catunda,2024-04-22,4,2024,2,Chuvosa,IATF,Brahman,REP-042,Alta Genetics,Cosynch,103,31.5,Carlos Melo,0.6631,Nao_Prenha
CAP-0140,Pétala,Caprino,Saanen,Sem registro,2018-04-22,5.6,41.9,3,2,265,Fazenda Caatinga Verde,Ipaporanga,2023-11-22,11,2023,4,Chuvosa,IA Convencional,Toggenburg,REP-071,Geneal,GnRH+PGF2α,73,25.5,Juliana Pinto,0.7448,Prenha
CAP-0141,Rosa,Caprino,Moxotó,Sem registro,2021-07-20,3.0,58.4,4,1,131,Sítio Três Irmãos,Ararendá,2024-07-20,7,2024,3,Seca,IA Convencional,Alpino,REP-050,Sexing Tech,Sem protocolo,39,19.1,Luciana Reis,0.7764,Prenha
CAP-0142,Bonita,Caprino,Anglo Nubiana,Linhagem B,2016-10-14,6.8,47.8,2,0,,Fazenda Boa Esperança,Crateús,2023-07-23,7,2023,3,Seca,IATF,Alpino,REP-044,Grupo Nelore,Sem protocolo,100,33.1,João Silva,0.5397,Prenha
BOV-0352,Orquídea,Bovino,Guzerá,Linhagem C,2022-05-26,1.1,350.9,1,0,,Sítio Mandacaru,Crateús,2023-07-01,7,2023,3,Seca,IA Convencional,Senepol,REP-012,Grupo Nelore,Select Synch,102,22.8,Ana Lima,0.2994,Prenha
BOV-0353,Pétala,Bovino,Girolando,Linhagem B,2021-02-25,1.8,363.8,1,0,,Sítio São Francisco,Tamboril,2022-12-06,12,2022,4,Chuvosa,IATF,Angus,REP-011,Geneal,Resynch,60,30.8,Roberto Neto,0.216,Nao_Prenha
OVI-0210,Glória,Ovino,Somalis,Sem registro,2020-04-06,1.9,40.8,4,0,,Sítio Riacho Seco,Catunda,2022-02-17,2,2022,1,Chuvosa,IA Convencional,Texel,REP-057,Grupo Nelore,P4+EB,106,37.3,Fernanda Costa,0.5656,Nao_Prenha
OVI-0211,Glória,Ovino,Morada Nova,Linhagem B,2017-11-20,6.4,45.5,3,1,178,Sítio Mandacaru,Tamboril,2024-04-07,4,2024,2,Chuvosa,IATF,Dorper,REP-058,Próprio,P4+EB,120,23.1,Luciana Reis,0.8858,Prenha
BOV-0354,Glória,Bovino,Tabapuã,Linhagem D,2016-03-24,8.5,413.6,3,6,160,Fazenda Bela Vista,Independência,2024-10-02,10,2024,4,Seca,IA Convencional,Bonsmara,REP-075,Próprio,Resynch,49,23.0,Carlos Melo,0.646,Nao_Prenha
CAP-0143,Eva,Caprino,Anglo Nubiana,Sem registro,2016-07-15,6.7,31.4,4,0,,Fazenda Caatinga Verde,Independência,2023-04-14,4,2023,2,Chuvosa,IA Convencional,Boer,REP-036,Insitec,Ovsynch,37,19.7,Luciana Reis,0.6368,Prenha
BOV-0355,Anita,Bovino,Gir,Linhagem B,2016-09-30,6.6,295.6,4,5,120,Fazenda Boa Esperança,Tamboril,2023-04-20,4,2023,2,Chuvosa,IA Convencional,Simmental,REP-009,Insitec,Cosynch,41,30.1,Pedro Alves,0.6896,Prenha
OVI-0212,Eva,Ovino,Somalis,Linhagem C,2018-01-02,4.9,42.6,1,1,169,Fazenda Poço Fundo,Independência,2022-11-09,11,2022,4,Chuvosa,IATF,Dorper,REP-007,Geneal,P4+EB,70,35.9,Marcos Farias,0.5468,Nao_Prenha
BOV-0356,Eva,Bovino,Brahman,Linhagem E,2019-02-17,5.5,332.5,2,1,112,Fazenda Bela Vista,Crateús,2024-08-05,8,2024,3,Seca,IA Convencional,Gir,REP-059,Grupo Nelore,P4+BE+PGF,86,31.3,Maria Souza,0.488,Nao_Prenha
BOV-0357,Anita,Bovino,Guzerá,Linhagem A,2021-03-26,3.7,461.7,4,2,237,Sítio Riacho Seco,Independência,2024-11-30,11,2024,4,Chuvosa,IA Convencional,Senepol,REP-027,CRV Lagoa,Select Synch,101,23.5,Pedro Alves,0.845,Prenha
BOV-0358,Jade,Bovino,Sindi,Sem registro,2020-04-16,3.8,287.2,4,0,,Fazenda Bela Vista,Nova Russas,2024-02-09,2,2024,1,Chuvosa,IATF,Brahman,REP-032,Alta Genetics,Sem protocolo,32,27.6,Luciana Reis,0.7677,Prenha
BOV-0359,Palma,Bovino,Canchim,Linhagem G,2020-03-01,3.0,404.7,2,0,,Fazenda Boa Esperança,Monsenhor Tabosa,2023-02-24,2,2023,1,Chuvosa,IA Convencional,Angus,REP-050,Próprio,Sem protocolo,119,32.1,Carlos Melo,0.2867,Prenha
BOV-0360,Viola,Bovino,Nelore,Linhagem E,2022-03-09,2.5,534.2,2,1,129,Fazenda Bela Vista,Catunda,2024-09-04,9,2024,3,Seca,IATF,Senepol,REP-008,CRV Lagoa,GnRH+PGF2α,44,38.3,João Silva,0.7419,Prenha
BOV-0361,Palma,Bovino,Sindi,Linhagem H,2019-11-22,3.9,295.3,4,0,,Fazenda Boa Esperança,Catunda,2023-10-31,10,2023,4,Seca,IA Convencional,Brahman,REP-009,Alta Genetics,Select Synch,118,27.6,Roberto Neto,0.6395,Prenha
OVI-0213,Sofia,Ovino,Morada Nova,Sem registro,2017-08-12,5.2,58.5,3,1,51,Sítio Mandacaru,Tamboril,2022-10-19,10,2022,4,Seca,IATF,Santa Inês,REP-020,Geneal,P4+BE+PGF,10,24.7,Ana Lima,0.5743,Nao_Prenha
BOV-0362,Bonita,Bovino,Gir,Linhagem H,2018-12-23,5.7,420.5,5,3,88,Sítio Riacho Seco,Nova Russas,2024-09-15,9,2024,3,Seca,IA Convencional,Angus,REP-071,Insitec,Sem protocolo,15,32.7,Juliana Pinto,0.6679,Prenha
BOV-0363,Graça,Bovino,Brahman,Linhagem E,2021-10-31,1.7,524.5,4,0,,Fazenda Boa Esperança,Poranga,2023-07-26,7,2023,3,Seca,IA Convencional,Angus,REP-033,CRV Lagoa,P4+BE+PGF,47,38.7,Luciana Reis,0.4692,Prenha
CAP-0144,Palma,Caprino,Canindé,Linhagem B,2017-09-19,4.8,46.7,3,3,244,Sítio Mandacaru,Ararendá,2022-07-21,7,2022,3,Seca,IA Convencional,Alpino,REP-041,CRV Lagoa,Ovsynch,77,25.3,Ana Lima,0.8573,Prenha
BOV-0364,Jade,Bovino,Guzerá,Linhagem C,2021-04-22,0.9,315.5,3,0,,Fazenda Caatinga Verde,Tamboril,2022-03-04,3,2022,1,Chuvosa,IA Convencional,Brahman,REP-044,Alta Genetics,Cosynch,55,30.9,Roberto Neto,0.5085,Prenha
BOV-0365,Mimosa,Bovino,Canchim,Linhagem F,2017-09-06,6.7,560.3,4,5,107,Fazenda Caatinga Verde,Monsenhor Tabosa,2024-05-27,5,2024,2,Seca,IATF,Nelore,REP-074,CRV Lagoa,Ovsynch,11,18.0,João Silva,0.6657,Prenha
BOV-0366,Brisa,Bovino,Nelore,Linhagem H,2016-06-08,6.0,280.1,5,1,230,Fazenda Caatinga Verde,Poranga,2022-06-18,6,2022,2,Seca,IA Convencional,Simmental,REP-010,Insitec,Sem protocolo,110,39.9,Carlos Melo,0.5559,Nao_Prenha
BOV-0367,Viola,Bovino,Brahman,Sem registro,2017-01-28,7.7,365.1,3,2,113,Fazenda Caatinga Verde,Nova Russas,2024-10-13,10,2024,4,Seca,IA Convencional,Bonsmara,REP-054,Insitec,Select Synch,93,28.4,Fernanda Costa,0.8526,Prenha
CAP-0145,Beleza,Caprino,Boer,Linhagem B,2018-05-12,5.0,54.0,2,0,,Fazenda Bela Vista,Independência,2023-05-08,5,2023,2,Seca,IATF,Boer,REP-037,Insitec,Resynch,80,37.3,Maria Souza,0.3949,Nao_Prenha
BOV-0368,Dalila,Bovino,Brahman,Linhagem G,2022-03-11,1.5,476.9,3,0,,Fazenda Poço Fundo,Independência,2023-09-12,9,2023,3,Seca,IA Convencional,Gir,REP-060,Próprio,IATF 7 dias,29,25.6,João Silva,0.6592,Nao_Prenha
CAP-0146,Nina,Caprino,Canindé,Linhagem F,2017-06-28,6.3,52.4,5,4,124,Sítio Três Irmãos,Ararendá,2023-11-01,11,2023,4,Chuvosa,IATF,Toggenburg,REP-019,CRV Lagoa,P4+BE+PGF,5,37.1,Carlos Melo,0.5143,Nao_Prenha
CAP-0147,Joia,Caprino,Repartida,Linhagem F,2020-09-07,1.5,51.4,4,0,,Sítio São Francisco,Independência,2022-03-20,3,2022,1,Chuvosa,IA Convencional,Anglo Nubiano,REP-065,Sexing Tech,Cosynch,48,18.1,Marcos Farias,0.7079,Prenha
OVI-0214,Lua,Ovino,Texel,Sem registro,2020-11-16,1.3,55.5,4,0,,Sítio Três Irmãos,Ararendá,2022-03-22,3,2022,1,Chuvosa,IA Convencional,Ile de France,REP-060,Grupo Nelore,Sem protocolo,10,24.3,Roberto Neto,0.434,Prenha
BOV-0369,Bonita,Bovino,Tabapuã,Linhagem H,2018-07-28,4.9,281.3,3,1,260,Fazenda Caatinga Verde,Catunda,2023-06-05,6,2023,2,Seca,IA Convencional,Brahman,REP-054,CRV Lagoa,GnRH+PGF2α,35,26.7,João Silva,0.6559,Nao_Prenha
OVI-0215,Amora,Ovino,Somalis,Linhagem D,2016-07-28,8.2,55.0,4,0,,Fazenda Bela Vista,Catunda,2024-10-14,10,2024,4,Seca,IA Convencional,Dorper,REP-002,Próprio,Sem protocolo,114,23.2,Marcos Farias,0.6133,Nao_Prenha
BOV-0370,Fada,Bovino,Sindi,Linhagem B,2018-11-23,4.1,357.1,3,1,134,Fazenda Palmeira,Catunda,2022-12-13,12,2022,4,Chuvosa,IA Convencional,Bonsmara,REP-010,Alta Genetics,IATF 7 dias,98,21.6,Carlos Melo,0.6946,Nao_Prenha
BOV-0371,Pétala,Bovino,Girolando,Linhagem F,2016-09-27,6.8,509.5,3,4,268,Sítio Boa Sorte,Ipaporanga,2023-07-08,7,2023,3,Seca,IATF,Nelore,REP-023,Geneal,GnRH+PGF2α,70,20.7,Carlos Melo,0.8336,Prenha
CAP-0148,Aurora,Caprino,Saanen,Linhagem B,2016-09-16,6.2,33.9,4,4,129,Fazenda Poço Fundo,Quiterianópolis,2022-11-29,11,2022,4,Chuvosa,IA Convencional,Saanen,REP-066,Insitec,Sem protocolo,66,39.8,João Silva,0.5593,Prenha
BOV-0372,Rita,Bovino,Canchim,Linhagem F,2016-10-01,6.5,511.3,3,5,218,Fazenda Boa Esperança,Poranga,2023-04-10,4,2023,2,Chuvosa,IA Convencional,Simmental,REP-003,Próprio,Cosynch,30,37.8,Luciana Reis,0.6492,Nao_Prenha
CAP-0149,Palma,Caprino,Repartida,Linhagem A,2016-12-15,5.8,50.0,4,0,,Sítio Boa Sorte,Ipaporanga,2022-10-02,10,2022,4,Seca,IA Convencional,Anglo Nubiano,REP-041,Alta Genetics,Select Synch,80,21.0,Marcos Farias,0.5183,Nao_Prenha
BOV-0373,Bonita,Bovino,Sindi,Linhagem G,2017-03-12,5.1,569.2,3,2,224,Sítio Boa Sorte,Ipaporanga,2022-04-23,4,2022,2,Chuvosa,IA Convencional,Bonsmara,REP-040,Próprio,Select Synch,24,24.2,Maria Souza,0.7804,Prenha
BOV-0374,Aurora,Bovino,Gir,Linhagem A,2017-07-16,7.4,314.0,5,2,192,Sítio Três Irmãos,Tamboril,2024-12-11,12,2024,4,Chuvosa,IATF,Brahman,REP-036,Sexing Tech,Sem protocolo,118,20.7,Ana Lima,0.7964,Nao_Prenha
OVI-0216,Cida,Ovino,Santa Inês,Linhagem A,2019-05-02,4.3,64.3,2,1,77,Sítio Três Irmãos,Poranga,2023-09-02,9,2023,3,Seca,IA Convencional,Suffolk,REP-014,Geneal,GnRH+PGF2α,89,25.3,Pedro Alves,0.5936,Prenha
BOV-0375,Pétala,Bovino,Girolando,Linhagem D,2016-12-01,7.0,474.5,4,0,,Fazenda Bela Vista,Catunda,2023-11-16,11,2023,4,Chuvosa,IA Convencional,Angus,REP-053,CRV Lagoa,Ovsynch,85,35.9,Ana Lima,0.7691,Nao_Prenha
OVI-0217,Lua,Ovino,Santa Inês,Linhagem E,2021-07-10,1.8,41.1,4,0,,Sítio Mandacaru,Quiterianópolis,2023-05-03,5,2023,2,Seca,IA Convencional,Suffolk,REP-035,Alta Genetics,P4+BE+PGF,110,29.6,Pedro Alves,0.5897,Nao_Prenha
BOV-0376,Dalila,Bovino,Sindi,Sem registro,2020-07-19,2.5,318.5,3,0,,Fazenda Boa Esperança,Ipaporanga,2023-01-27,1,2023,1,Chuvosa,IA Convencional,Bonsmara,REP-018,Alta Genetics,Cosynch,90,23.5,Ana Lima,0.563,Nao_Prenha
OVI-0218,Nuvem,Ovino,Texel,Linhagem D,2017-03-29,4.8,46.7,4,1,93,Fazenda Caatinga Verde,Ararendá,2022-01-29,1,2022,1,Chuvosa,IA Convencional,Santa Inês,REP-019,Alta Genetics,Select Synch,116,26.1,Roberto Neto,0.529,Nao_Prenha
OVI-0219,Sara,Ovino,Texel,Sem registro,2021-06-25,2.1,42.8,4,0,,Fazenda Caatinga Verde,Tamboril,2023-07-15,7,2023,3,Seca,IA Convencional,Santa Inês,REP-015,Sexing Tech,Select Synch,12,35.2,Luciana Reis,0.3705,Prenha
BOV-0377,Mimosa,Bovino,Gir,Linhagem G,2021-04-22,3.7,416.3,3,0,,Fazenda Caatinga Verde,Independência,2024-12-20,12,2024,4,Chuvosa,IA Convencional,Simmental,REP-029,Geneal,P4+BE+PGF,62,22.4,Luciana Reis,0.7263,Prenha
BOV-0378,Viola,Bovino,Sindi,Linhagem B,2017-08-15,5.0,391.3,3,0,,Fazenda Boa Esperança,Ipaporanga,2022-08-13,8,2022,3,Seca,IATF,Bonsmara,REP-031,Sexing Tech,P4+BE+PGF,39,37.0,Carlos Melo,0.5039,Nao_Prenha
OVI-0220,Anita,Ovino,Somalis,Sem registro,2018-01-19,6.7,38.4,1,5,244,Sítio Três Irmãos,Nova Russas,2024-10-14,10,2024,4,Seca,IA Convencional,Santa Inês,REP-033,Próprio,Ovsynch,77,25.5,Ana Lima,0.3497,Nao_Prenha
CAP-0150,Duna,Caprino,Boer,Linhagem D,2017-01-28,7.1,35.3,3,0,,Sítio Boa Sorte,Ararendá,2024-02-18,2,2024,1,Chuvosa,IA Convencional,Alpino,REP-056,Grupo Nelore,Select Synch,114,25.4,Ana Lima,0.5337,Nao_Prenha
BOV-0379,Fada,Bovino,Nelore,Linhagem D,2018-08-05,5.7,420.1,4,0,,Sítio São Francisco,Tamboril,2024-04-21,4,2024,2,Chuvosa,IATF,Angus,REP-048,CRV Lagoa,Ovsynch,18,33.0,Luciana Reis,0.7355,Prenha
CAP-0151,Nina,Caprino,Toggenburg,Linhagem D,2018-05-06,4.2,50.6,2,1,153,Fazenda Boa Esperança,Ararendá,2022-07-11,7,2022,3,Seca,IA Convencional,Boer,REP-053,Sexing Tech,Ovsynch,10,28.5,Marcos Farias,0.4318,Prenha
OVI-0221,Sofia,Ovino,Bergamácia,Linhagem C,2016-01-01,8.4,72.2,4,4,114,Sítio São Francisco,Independência,2024-05-24,5,2024,2,Seca,IATF,Texel,REP-030,Próprio,IATF 7 dias,8,34.3,João Silva,0.7064,Prenha
BOV-0380,Palma,Bovino,Brahman,Linhagem G,2016-09-07,7.8,320.4,2,5,134,Sítio Três Irmãos,Independência,2024-07-09,7,2024,3,Seca,IA Convencional,Simmental,REP-049,CRV Lagoa,Ovsynch,51,31.8,Roberto Neto,0.4772,Prenha
OVI-0222,Jade,Ovino,Morada Nova,Linhagem F,2017-03-20,5.3,35.1,3,3,147,Fazenda Palmeira,Poranga,2022-06-23,6,2022,2,Seca,IA Convencional,Dorper,REP-058,Alta Genetics,Select Synch,94,35.9,Marcos Farias,0.6414,Prenha
BOV-0381,Nina,Bovino,Sindi,Linhagem B,2019-02-17,4.6,344.2,4,0,,Sítio Três Irmãos,Poranga,2023-10-09,10,2023,4,Seca,IA Convencional,Simmental,REP-017,CRV Lagoa,Resynch,30,26.9,Marcos Farias,0.5205,Nao_Prenha
OVI-0223,Dalila,Ovino,Texel,Linhagem H,2022-04-13,2.4,62.6,4,0,,Fazenda Boa Esperança,Catunda,2024-09-08,9,2024,3,Seca,IATF,Ile de France,REP-010,Alta Genetics,Cosynch,71,22.0,Pedro Alves,0.627,Prenha
BOV-0382,Fada,Bovino,Tabapuã,Sem registro,2017-12-31,4.2,535.1,3,0,,Sítio Riacho Seco,Ipaporanga,2022-04-01,4,2022,2,Chuvosa,IATF,Gir,REP-070,CRV Lagoa,Sem protocolo,94,32.0,Pedro Alves,0.6626,Prenha
OVI-0224,Chuva,Ovino,Santa Inês,Linhagem B,2016-05-02,5.9,65.3,4,0,,Sítio São Francisco,Ararendá,2022-03-09,3,2022,1,Chuvosa,IATF,Santa Inês,REP-057,Insitec,GnRH+PGF2α,15,25.1,Maria Souza,0.7061,Nao_Prenha
BOV-0383,Graça,Bovino,Tabapuã,Linhagem H,2019-12-18,3.8,314.5,5,2,178,Fazenda Bela Vista,Poranga,2023-10-03,10,2023,4,Seca,IATF,Bonsmara,REP-062,Sexing Tech,Select Synch,101,24.4,Maria Souza,0.8048,Prenha
OVI-0225,Graça,Ovino,Somalis,Linhagem E,2017-12-20,5.7,65.9,3,3,50,Fazenda Boa Esperança,Crateús,2023-08-15,8,2023,3,Seca,IA Convencional,Ile de France,REP-032,Geneal,Sem protocolo,69,27.6,João Silva,0.7259,Prenha
BOV-0384,Graça,Bovino,Gir,Sem registro,2020-07-17,3.6,403.9,4,2,146,Fazenda Bela Vista,Poranga,2024-02-13,2,2024,1,Chuvosa,IA Convencional,Angus,REP-006,Grupo Nelore,IATF 7 dias,46,26.1,Fernanda Costa,0.97,Prenha
BOV-0385,Nuvem,Bovino,Canchim,Linhagem E,2018-09-11,5.6,386.5,5,4,299,Sítio Três Irmãos,Quiterianópolis,2024-04-20,4,2024,2,Chuvosa,IA Convencional,Simmental,REP-068,CRV Lagoa,P4+EB,28,20.8,Carlos Melo,0.7872,Prenha
CAP-0152,Joia,Caprino,Boer,Linhagem C,2022-02-20,2.5,47.1,3,0,,Fazenda Bela Vista,Ipaporanga,2024-08-28,8,2024,3,Seca,IA Convencional,Boer,REP-052,Grupo Nelore,Cosynch,72,32.3,Carlos Melo,0.4812,Nao_Prenha
OVI-0226,Amora,Ovino,Morada Nova,Linhagem E,2020-07-27,3.1,42.4,3,0,,Sítio Três Irmãos,Nova Russas,2023-09-02,9,2023,3,Seca,IATF,Santa Inês,REP-011,Geneal,Cosynch,52,33.9,Roberto Neto,0.6182,Nao_Prenha
BOV-0386,Duna,Bovino,Nelore,Sem registro,2020-03-10,3.4,401.0,3,1,204,Sítio Três Irmãos,Ararendá,2023-08-19,8,2023,3,Seca,IA Convencional,Angus,REP-040,Geneal,P4+EB,74,33.0,Ana Lima,0.8527,Nao_Prenha
